NO.1,NO.2,diff-correlation
129,180,13.3757,
129,220,29.4339,
129,234,122.54,
129,235,9.76709,
129,238,7.9069,
129,248,46.9555,
129,281,5.98177,
129,283,9.24601,
129,291,5.13064,
129,293,57.7728,
129,305,9.18569,
129,326,30.2012,
129,330,19.3729,
129,338,5.85615,
129,353,11.1239,
129,362,6.95671,
129,367,335.085,
129,376,4700.88,
129,380,9.11875,
130,141,15.7303,
130,143,35.357,
130,153,5.19138,
130,154,12.3565,
130,161,10.7155,
130,183,19.7525,
130,192,5.14722,
130,211,5.44345,
130,216,13.9758,
130,307,8.24477,
130,319,7.08327,
130,386,76.4945,
131,132,27.4367,
131,141,8.24424,
131,169,16.1802,
131,179,8.52153,
131,240,6.25108,
131,267,7.82675,
131,272,40.9178,
131,301,15.4948,
131,302,14.2535,
131,326,58.5898,
131,358,22.7291,
131,366,14.7368,
132,133,17.8188,
132,141,18.1377,
132,220,5.55447,
132,226,66.6036,
132,238,9.50173,
132,248,7.40962,
132,260,6.16934,
132,283,9.79927,
132,286,5.31056,
132,291,9.27859,
132,310,5.81577,
132,317,5.82175,
132,338,5.61971,
132,351,6.05555,
133,163,5.40379,
133,172,19.6932,
133,211,8.67793,
133,271,5.28421,
133,330,32.3275,
133,349,7.64262,
133,372,97.9994,
134,162,7.2821,
134,188,204.729,
134,196,5.11144,
134,208,12.7042,
134,252,5.73958,
134,255,175.863,
134,283,6.40586,
134,298,11.8522,
134,305,6.00859,
134,326,5.00547,
134,339,23.9841,
134,389,13.7554,
135,144,8.01232,
135,163,350.752,
135,176,7.50057,
135,178,10.6564,
135,186,5.22535,
135,193,9.24341,
135,243,11.029,
135,244,9.06937,
135,317,8.41517,
135,324,10.1843,
135,326,1500.7,
135,345,103.203,
135,367,12.9954,
135,373,6.86346,
136,141,7.54505,
136,167,11.4799,
136,188,5.67715,
136,210,5.38645,
136,232,67.1446,
136,274,11.1755,
136,283,50.247,
136,284,7.4917,
136,298,32.1337,
136,305,12.0114,
136,336,8.99202,
136,355,5.37176,
136,382,12.3826,
137,141,9.77636,
137,213,90.8657,
137,240,10.3144,
138,151,29.2446,
138,153,6.32895,
138,170,8.13301,
138,174,19.0497,
138,177,5.50577,
138,191,39.4401,
138,196,6.64462,
138,201,5.46557,
138,205,10.4283,
138,216,29.86,
138,219,65.1593,
138,231,12.6135,
138,234,7.59843,
138,255,15.8236,
138,257,6.63088,
138,270,8.08822,
138,278,9.62197,
138,287,29.9041,
138,294,9.03525,
138,296,15.3074,
138,307,7.66469,
138,312,5.98624,
138,313,10.8606,
138,319,64.8478,
138,334,12.7112,
138,362,44.2272,
138,365,5.26829,
138,381,7.82068,
139,153,14.5509,
139,154,10.8379,
139,216,10.2089,
139,224,6.17158,
139,386,84.9942,
139,388,23.1677,
140,216,288.079,
140,252,9.39071,
140,287,9.40858,
140,292,5.55418,
140,322,8.53033,
140,370,31.3678,
140,386,5.69409,
141,144,10.2699,
141,150,79.9036,
141,163,31.5709,
141,169,5.71173,
141,178,12.8137,
141,194,9.38879,
141,199,5.22137,
141,213,18.9818,
141,214,85.4558,
141,220,16.0423,
141,225,124.145,
141,226,773.525,
141,248,21.5799,
141,250,33.7613,
141,258,60.4191,
141,281,8.95831,
141,282,59.8823,
141,284,5.40317,
141,286,26.0102,
141,290,6.74315,
141,291,72.3099,
141,295,8.68408,
141,297,5.2384,
141,299,16.5525,
141,300,9.50891,
141,302,10.7371,
141,305,30.976,
141,309,16.3783,
141,311,53.4557,
141,316,386.063,
141,321,6.73887,
141,322,5.16993,
141,325,48.5511,
141,330,34.5766,
141,331,18.5413,
141,339,6.09218,
141,345,7.32183,
141,349,5.73921,
141,364,24.8182,
141,369,11.2734,
141,372,7.14787,
141,374,7.1448,
141,387,9.58739,
141,390,15.3037,
142,157,13.1236,
142,177,14.9287,
142,182,296.36,
142,188,7.06605,
142,211,24.3116,
142,259,15.4559,
142,264,54.3783,
142,270,7.39683,
142,277,8.83724,
142,284,6.46253,
142,309,5.18655,
142,315,82.7018,
143,160,8.43333,
143,181,10.5046,
143,188,8.4004,
143,307,6.74376,
143,343,6.01129,
144,163,6.15689,
144,166,7.76995,
144,186,10.5198,
144,193,156.1,
144,243,26.7476,
144,249,8.46145,
144,308,14.2586,
144,324,5.06611,
144,326,5.2282,
144,328,8.79465,
145,154,5.09645,
145,181,6.37168,
145,192,39.1052,
145,216,8.08974,
145,280,10.1214,
145,307,14.108,
145,315,37.3056,
145,318,7.70641,
145,334,19.9856,
145,343,13.9402,
145,386,12.894,
146,167,9.37898,
146,208,29.2794,
146,212,5.16367,
146,226,6.15905,
146,248,7.3543,
146,252,5.06836,
146,258,10.6857,
146,284,7.98709,
146,293,12.1317,
146,326,42.8581,
146,330,11.1019,
146,385,14.2264,
147,185,7.69938,
147,188,5.13051,
147,191,6.72933,
147,248,117.695,
147,252,17.3474,
147,283,10.4493,
147,298,5.49624,
147,326,6.84593,
147,348,13.482,
148,153,5.71684,
148,154,16.007,
148,194,70.5238,
148,280,5.05887,
148,296,226.661,
148,315,36.7073,
148,388,8.9964,
149,226,7.44081,
149,262,10.2144,
149,283,5.98796,
149,288,11.9052,
149,289,8.55908,
149,364,13.6367,
149,377,13.7161,
150,157,13.2893,
150,162,33.3773,
150,164,6.80605,
150,167,8.59041,
150,201,6.66217,
150,204,9.61939,
150,205,17.9029,
150,206,11.3264,
150,208,10.0491,
150,210,17.5704,
150,211,8.63679,
150,221,7.11911,
150,229,27.3738,
150,230,18.8027,
150,232,5.35814,
150,235,10.8922,
150,241,5.56589,
150,243,5.58137,
150,251,7.35397,
150,252,6.60008,
150,257,6.1438,
150,260,20.7252,
150,265,89.3761,
150,273,194.101,
150,278,6.51631,
150,285,7.05532,
150,294,9.47213,
150,304,7.12742,
150,309,15.0792,
150,320,29.8657,
150,323,5.54269,
150,334,7.42428,
150,335,15.6064,
150,336,16.4617,
150,340,10.8648,
150,345,106.18,
150,346,24.8327,
150,354,8.97741,
150,356,8.60836,
150,359,23.5537,
150,361,11.6689,
150,366,23.0387,
150,372,7.62089,
150,389,6.28939,
151,155,9.00824,
151,157,24.5881,
151,159,17.6974,
151,161,17.0982,
151,163,12.3023,
151,188,9.39105,
151,191,25.5497,
151,197,10.1795,
151,220,5.61918,
151,241,7.51792,
151,255,5.89205,
151,260,27.6213,
151,314,12.593,
151,348,12.2079,
151,354,11.696,
151,357,8.22362,
151,366,5.31548,
151,369,5.26841,
151,375,8.56432,
151,388,9.34467,
152,248,11.3912,
152,302,992.435,
152,311,5.20059,
152,326,5.1981,
153,182,73.9655,
153,185,33.742,
153,188,17.6993,
153,191,9.14689,
153,192,8.78109,
153,194,17.0333,
153,196,8.59836,
153,197,8.55389,
153,201,15.7418,
153,207,11.5663,
153,214,6.31679,
153,215,94.0005,
153,255,6.31599,
153,284,8.98633,
153,312,38.2225,
153,315,7.03261,
153,318,6.07996,
153,319,6.86689,
153,333,101.829,
153,388,5.70713,
154,183,45.9114,
154,185,59.2615,
154,188,11.3642,
154,255,5.53477,
154,318,6.45094,
154,386,7.57361,
154,388,7.28507,
155,160,8.62298,
155,170,19.7486,
155,174,57.6342,
155,177,14.055,
155,201,7.73932,
155,248,7.11646,
155,270,10.6593,
155,278,5.083,
155,284,14.3008,
155,298,16.5587,
155,314,6.73494,
155,354,8.22707,
155,360,6.3226,
155,381,8.26391,
156,280,7.68561,
157,167,13.114,
157,182,17.0257,
157,185,43.0888,
157,187,5.26378,
157,191,7.53189,
157,194,18.9386,
157,201,6.15228,
157,206,21.2231,
157,225,7.32114,
157,257,39.4093,
157,261,24.5913,
157,266,583.189,
157,270,6.04337,
157,283,7.61746,
157,284,15.2172,
157,287,7.14937,
157,342,664.888,
157,348,6.18259,
157,360,7.6573,
158,177,5.20355,
158,206,12.9053,
158,208,5.64408,
158,220,35.3201,
158,252,7.21237,
158,264,5.109,
158,312,6.61127,
158,315,23.1793,
158,334,11.7086,
158,360,18.5714,
158,383,20.5502,
159,183,5.72713,
159,188,5.54055,
159,192,12.5357,
159,206,7.65079,
159,232,33.5965,
159,296,42.0937,
159,307,8.50671,
159,315,62.9193,
159,319,7.79034,
159,388,8.52074,
160,216,52.8374,
160,233,57.5858,
160,243,284.613,
160,254,5.1703,
160,265,25.9188,
160,277,5.5637,
160,284,8.00903,
160,297,5.14244,
160,312,5.27842,
160,334,5.55589,
160,340,13.3423,
160,357,6.80732,
160,361,9.78008,
160,375,5.48909,
160,387,122.622,
160,389,6.97344,
161,181,26.262,
161,194,6.47172,
161,195,29.3568,
161,197,7.59804,
161,246,27.8715,
161,315,6.68311,
161,343,5.49563,
161,362,21.4999,
162,164,24.5133,
162,167,13.6836,
162,180,9.9951,
162,194,9.98353,
162,196,16.5482,
162,203,10.8522,
162,220,72.9932,
162,270,46.632,
162,285,10.7895,
162,305,7.33112,
162,326,13.736,
162,345,5.58717,
162,367,5.54802,
162,370,6.39575,
162,372,6.03368,
162,381,103.984,
163,172,11.0054,
163,243,15.8956,
163,260,34.9565,
163,268,5.91081,
163,310,24.2414,
163,311,16.249,
163,338,7.64491,
164,165,5.15691,
164,188,56.548,
164,196,7.36277,
164,214,5.25036,
164,220,51.2465,
164,230,8.6903,
164,252,14.9675,
164,258,11.3945,
164,262,36.1957,
164,281,5.95914,
164,283,7.12578,
164,293,11.4803,
164,309,11.1603,
164,333,217.64,
164,337,5.3619,
164,363,5.01309,
164,369,15.5887,
164,373,5.08308,
164,385,34.4298,
165,211,7.96154,
165,283,30.6495,
165,298,12.4112,
165,326,11.6348,
165,353,6.08923,
165,358,16.7574,
165,364,12.2555,
166,193,19.906,
166,302,9.17205,
166,363,52.6332,
166,390,39.8509,
167,182,6.48429,
167,188,11.9404,
167,194,6.07959,
167,204,19.6872,
167,215,6.37964,
167,220,8.23125,
167,228,9.28472,
167,236,5.67931,
167,255,8.05066,
167,259,6.67771,
167,310,5.14801,
167,313,6.19315,
167,314,10.7398,
167,323,5.32008,
167,339,47.525,
167,346,35.0225,
167,361,6.13324,
167,375,41.4543,
167,376,6.21296,
167,379,23.5894,
167,381,13.5928,
167,385,15.1155,
167,387,7.20239,
168,227,116.57,
168,248,24.7839,
168,283,24.2907,
168,287,12.4659,
168,298,20.0155,
168,316,26.9205,
168,348,39.2079,
168,380,11.1117,
168,390,7.54562,
169,199,24.8686,
169,220,10.0768,
169,221,25.3743,
169,230,5.23384,
169,239,6.41771,
169,248,22.282,
169,283,10.5495,
169,285,14.9785,
169,310,12.691,
169,317,10.0681,
169,326,5.86461,
169,353,19.6227,
170,180,11.5018,
170,194,12.2583,
170,206,5.08416,
170,255,10.5379,
170,261,7.48091,
170,284,10.6259,
170,298,74.9404,
170,326,11.2483,
170,360,24.36,
170,361,31.3179,
170,386,3999.27,
171,188,32.9655,
171,194,11.7295,
171,214,6.04285,
171,245,5.54875,
171,248,5.12502,
171,258,19.4965,
171,261,6.54008,
171,263,11.5112,
171,270,5.52464,
171,278,10.1464,
171,284,7.12695,
171,289,149.72,
171,294,24.5019,
171,305,1849.74,
171,327,8.12011,
171,334,17.1331,
171,340,7.60271,
171,349,7.46134,
171,351,7.68619,
171,361,14.4264,
171,367,5.07533,
171,372,53.9826,
171,375,7.40761,
171,388,5.61139,
172,196,41.9838,
172,243,13.8053,
172,250,41.4031,
172,252,5.36222,
172,265,9.90628,
172,288,7.24885,
172,298,23.4776,
172,309,17.7996,
172,321,9.66662,
172,327,5.01215,
172,337,12.6948,
172,344,8.91156,
172,351,16.618,
172,367,15.0554,
173,235,9.06901,
173,260,6.74179,
174,184,47.6005,
174,205,12.9573,
174,210,9.13383,
174,217,8.67791,
174,259,9.10169,
174,264,12.9622,
174,277,7.80782,
174,278,207.247,
174,284,5.26932,
174,285,6.76991,
174,315,7.40738,
174,322,6.58572,
174,375,12.3211,
174,386,13.2414,
174,387,26.5076,
175,215,10.7763,
175,223,16.2002,
175,253,8.28644,
175,259,5.43341,
175,270,13.2572,
175,284,7.61417,
175,305,29.6501,
175,349,7.3469,
175,372,7.0256,
175,385,5.76588,
176,178,7.07988,
176,186,61.6817,
176,193,8.47265,
176,214,8.52826,
176,243,6.91775,
176,248,8.46635,
176,260,192.155,
176,271,50.2543,
176,310,33.6999,
176,326,5.32867,
176,351,12.2065,
176,358,5.908,
176,364,12.9839,
176,367,13.9704,
176,390,74.5131,
177,194,5.01372,
177,207,10.2265,
177,218,23.3377,
177,254,14.0617,
177,259,20.2909,
177,270,14.5338,
177,284,5.50738,
177,315,7.14757,
177,362,5.41741,
177,384,5.17135,
178,288,22.0913,
178,308,5.01988,
178,310,37.871,
178,328,5.0565,
178,349,8.86914,
178,390,6.62605,
179,182,77.5634,
179,226,7.99639,
179,262,13.9593,
179,281,9.14359,
179,288,11.709,
179,289,8.75903,
179,335,15.6967,
179,337,60.5273,
179,338,52.4032,
179,348,5.75455,
179,349,15.5058,
179,352,5.4161,
180,196,18.5649,
180,203,5.03306,
180,206,5.95054,
180,216,5.43097,
180,225,140.875,
180,229,8.23486,
180,237,10.6387,
180,238,6.09788,
180,239,8.98738,
180,241,11.8821,
180,248,16.8439,
180,251,5.54321,
180,260,77.0283,
180,267,5.28892,
180,272,7.91403,
180,276,5.6823,
180,289,523.877,
180,294,11.016,
180,303,51.0841,
180,309,156.953,
180,325,22.5496,
180,327,5.94817,
180,328,5.21084,
180,335,8.18422,
180,338,5.7775,
180,339,5.29923,
180,345,20.6383,
180,346,9.76335,
180,347,21.6391,
180,358,54.228,
180,363,64.3611,
180,373,80.8691,
180,374,7.27242,
180,376,32.713,
180,379,32.7296,
181,187,9.98952,
181,246,5.90558,
181,307,5.54975,
181,343,20.7872,
181,386,6.2002,
182,196,7.84404,
182,210,23.9599,
182,211,52.7716,
182,253,44.9931,
182,254,7.64293,
182,279,7.54175,
182,320,5.22403,
182,333,10.6015,
182,348,20.4094,
182,376,5.76606,
182,380,5.20538,
183,187,8.87708,
183,198,5.41945,
183,296,10.7809,
183,312,49.3153,
183,315,9.36467,
183,318,383.425,
183,319,5.84803,
184,185,7.33871,
184,188,34.0034,
184,194,5.58962,
184,206,6.58578,
184,274,9.32753,
184,296,5.9458,
184,313,8.55007,
184,333,8.15574,
184,348,15.4012,
184,354,12.8173,
184,360,5.72574,
184,378,28.3529,
184,384,15.7001,
184,388,67.3112,
185,188,13.6447,
185,194,1639.53,
185,207,6.59347,
185,223,16.6832,
185,226,18.5016,
185,228,6.32238,
185,233,1653.64,
185,253,12.2687,
185,261,22.1604,
185,264,5.71894,
185,275,10.7135,
185,283,89.394,
185,287,7.2629,
185,292,12.4218,
185,304,12.7964,
185,314,17.9631,
185,318,5.15819,
185,323,17.6901,
185,334,84.9519,
185,361,6.88845,
185,375,6.61407,
185,376,15.196,
185,379,9.19358,
185,384,12.9919,
185,386,28.3615,
185,387,74.2935,
185,388,16.4906,
186,187,7.60954,
186,204,7.75176,
186,234,5.25283,
186,243,12.0221,
186,248,8.7962,
186,259,8.26609,
186,263,6.89724,
186,265,6.21576,
186,310,8.31557,
186,318,18.7017,
186,345,27.1745,
186,349,25.6282,
186,356,20.1042,
186,367,9.44658,
186,374,9.56754,
186,379,6.18212,
187,197,20.0428,
187,311,35.072,
187,315,13.9615,
187,388,6.1437,
188,191,9.42665,
188,196,26.7092,
188,201,7.98423,
188,203,15.9622,
188,205,5.46986,
188,206,5.94062,
188,207,6.04936,
188,208,13.3928,
188,210,44.6777,
188,211,6.63887,
188,215,58.1994,
188,216,23.7555,
188,217,5.97822,
188,223,6.76449,
188,225,20.1442,
188,247,5.06796,
188,250,5.45682,
188,251,8.12932,
188,254,13.9702,
188,270,7.4821,
188,272,7.39189,
188,273,6.9636,
188,274,9.52284,
188,275,5.66857,
188,276,7.74846,
188,292,25.805,
188,293,10.0884,
188,294,7.30929,
188,297,21.2265,
188,298,17.8777,
188,307,12.1162,
188,313,16.0085,
188,316,18.7467,
188,326,21.1519,
188,331,5.17253,
188,333,5.18358,
188,334,6.78965,
188,341,10.7619,
188,345,12.5749,
188,348,11.7188,
188,353,5.37588,
188,354,104.507,
188,356,5.65602,
188,357,9.18911,
188,362,7.67904,
188,363,6.1429,
188,370,8.87916,
188,374,834.209,
188,377,69.4279,
188,383,16.4424,
188,385,82.3468,
190,196,7.06648,
190,230,14.6415,
190,239,43.014,
190,243,6.56412,
190,252,9.53435,
190,278,21.5529,
190,285,25.0762,
190,317,10.4485,
190,324,16.2421,
190,326,14.6338,
190,330,7.95401,
190,331,20.0881,
190,332,43.4881,
190,338,12.4063,
190,345,123.875,
190,351,10.1897,
190,366,24.8206,
191,215,5.85647,
191,261,6.39387,
191,270,9241.57,
191,277,6.54883,
191,315,6.87192,
191,336,68.346,
191,365,9.38799,
192,233,7.05568,
192,234,9.03171,
192,253,10.8727,
192,255,5.87705,
192,315,18.001,
192,365,10.8084,
192,388,10.3033,
193,213,8.3145,
193,240,5.03882,
193,295,7.48162,
193,308,9.84926,
193,328,6.63188,
193,349,5.10921,
194,198,7.07318,
194,201,5.69964,
194,202,504.778,
194,204,5.20711,
194,205,28.0097,
194,210,6.40187,
194,211,12.6364,
194,218,11.652,
194,223,36.8281,
194,233,7.96929,
194,253,7.2674,
194,255,6.24269,
194,265,17.3517,
194,266,5.34941,
194,270,5.76764,
194,278,6.45276,
194,285,82.8662,
194,287,6.33756,
194,294,318.337,
194,304,13.532,
194,305,5.58887,
194,307,5.15018,
194,309,28.2096,
194,317,7.80752,
194,319,7.35639,
194,320,7.8444,
194,323,6.71288,
194,329,51.4764,
194,331,7.69344,
194,334,6.31159,
194,340,33.4267,
194,356,8.29321,
194,361,50.2258,
194,364,10.3766,
194,382,12.4518,
194,383,10.0968,
194,386,16.1048,
195,246,5.94853,
195,343,5.15739,
196,204,41.3311,
196,205,5.08792,
196,213,19.8442,
196,220,7.93376,
196,228,18.3571,
196,232,8.09914,
196,234,68.3162,
196,242,9.46449,
196,243,6.10256,
196,248,8.58202,
196,252,14.0822,
196,259,20.7477,
196,262,12.8509,
196,264,6.62207,
196,270,7.75389,
196,274,13.4612,
196,279,15.7379,
196,284,9.88421,
196,293,15.4407,
196,298,10.2017,
196,304,6.04466,
196,309,32.5819,
196,310,20.819,
196,336,25.1023,
196,337,5.07351,
196,350,16.3628,
196,352,6.37766,
196,362,10.0569,
196,363,5.44011,
196,367,6.20574,
196,377,14.3773,
196,379,31.5255,
197,253,8.68907,
197,307,8.33443,
197,315,7.69921,
197,318,5.65501,
197,343,6.68173,
198,253,19.2301,
198,307,6.24555,
198,318,6.56399,
199,235,9.89615,
199,237,25.435,
199,238,15.2727,
199,241,13.3559,
199,243,8.53882,
199,269,11.6732,
199,309,12.1934,
199,321,21.5907,
199,349,14.9651,
199,351,19.5525,
199,352,15.042,
199,359,31.2355,
199,376,7.05694,
199,379,7.30791,
199,390,10.3276,
200,213,10.8713,
200,300,18.5475,
200,311,13.0735,
200,317,18.055,
200,324,7.57547,
200,339,5.0789,
201,208,42.4138,
201,219,14.3526,
201,221,19.6033,
201,226,11.4081,
201,233,12.0195,
201,293,8.29315,
201,313,23.8762,
201,341,8.44099,
201,346,7.60128,
201,347,5.11628,
201,350,5.0298,
201,386,7.28437,
201,387,137.995,
201,388,28.3988,
202,203,10.3028,
202,210,16.2885,
202,216,26.5153,
202,262,173.215,
202,283,20.275,
202,326,5.71108,
203,242,46.3475,
203,270,7.77461,
203,326,29.8134,
203,348,10.8519,
203,379,16.2282,
204,211,6.73605,
204,252,26.7698,
204,283,10.5727,
204,298,19.2683,
204,305,5.23884,
204,311,13.7933,
204,348,5.60555,
204,357,5.26934,
204,363,11.0518,
204,372,102.769,
205,216,11.1747,
205,218,595.945,
205,227,70.786,
205,261,9.58346,
205,262,6.90825,
205,263,9.13207,
205,271,17.6323,
205,281,7.88279,
205,284,157.393,
205,340,14.4226,
205,354,5.77101,
205,372,6.86755,
205,374,7.00046,
205,386,900.655,
206,210,9.6076,
206,259,5.69716,
206,261,32.8057,
206,277,7.96422,
206,284,6.75441,
206,312,142.032,
206,315,23.9244,
206,375,13.2104,
207,216,7.36417,
207,223,7.3692,
207,257,109.293,
207,261,16.895,
207,313,6.35932,
207,314,5.71476,
207,315,25.5443,
207,333,5.88018,
207,346,26.7082,
207,375,9.45042,
207,383,6.28569,
207,387,6.08449,
208,215,10.5742,
208,220,33.2603,
208,239,12.4449,
208,264,82.5805,
208,270,21.8343,
208,274,9.06493,
208,284,17.3012,
208,289,6.10693,
208,339,5.98297,
208,342,7.31616,
208,357,7.62105,
208,385,8.57428,
210,216,5.76306,
210,229,5.99442,
210,239,7.15459,
210,259,24.6412,
210,270,5.57613,
210,275,20.7426,
210,303,8.31062,
210,342,118.765,
210,345,21.0681,
210,365,33.7659,
210,375,112.294,
210,385,28.2994,
210,387,14.4417,
210,389,20.6021,
211,215,274.85,
211,221,7.97784,
211,226,5.58856,
211,227,672.26,
211,253,89.0424,
211,259,5.95159,
211,260,11.859,
211,266,7.48746,
211,270,6.96263,
211,289,10.6197,
211,298,52.6222,
211,303,63.4402,
211,309,5.70897,
211,323,6.22003,
211,329,38.2749,
211,334,6.51076,
211,335,36.2125,
211,338,21.7462,
211,346,5.66103,
211,358,8.24416,
211,375,12.336,
211,377,10.4941,
212,217,10.0712,
212,226,116.964,
212,242,15.0709,
212,252,5.61031,
212,261,42.0393,
212,279,9.70748,
212,283,9.09038,
212,287,6.84234,
212,348,17.2405,
212,351,32.5688,
212,367,8.50269,
213,230,5.65787,
213,235,17.3049,
213,240,13.6659,
213,302,9.20366,
213,327,12.7205,
213,328,13.8418,
214,230,5.48802,
214,237,5.26259,
214,238,9.72062,
214,239,96.9962,
214,241,6.79485,
214,250,488.984,
214,260,46.751,
214,293,7.60048,
214,313,8.5619,
214,316,119.664,
214,322,8.97256,
214,325,6.71776,
214,331,13.744,
214,379,21.9063,
215,234,5.27549,
215,259,16.9779,
215,264,5.03352,
215,265,6.67422,
215,270,166.572,
215,283,9.12953,
215,292,12.3651,
215,297,14.2107,
215,298,10.9476,
215,305,10.7728,
215,309,5.82376,
215,313,23.8349,
215,326,12.7536,
215,389,7.93646,
216,218,7.60243,
216,224,6.56356,
216,252,12.7169,
216,255,6.55461,
216,261,83.8102,
216,263,14.6977,
216,264,5.16641,
216,277,51.0888,
216,284,48.4068,
216,304,7.45539,
216,313,7.56575,
216,314,8.18212,
216,315,71.2225,
216,320,1139.78,
216,342,34.0089,
216,350,135.321,
216,365,8.45265,
216,375,9.71318,
216,383,32.7173,
216,384,13.9651,
217,220,9.77318,
217,269,37.418,
217,271,9.33422,
217,275,6.02748,
217,276,5.83974,
217,283,15.1189,
217,284,10.2742,
217,291,15.373,
217,294,5.25798,
217,298,10.7187,
217,303,5.6065,
217,305,33.7859,
217,339,24.4033,
217,354,18.3368,
217,380,9.36852,
218,253,7.54496,
218,278,28.2692,
218,283,10.1446,
218,294,8.24839,
218,313,5.34275,
218,333,13.0711,
218,386,5.05008,
219,261,60.4357,
219,284,5.97868,
219,293,8.50136,
220,227,14.0466,
220,235,21.5612,
220,239,111.714,
220,240,35.6655,
220,245,51.7469,
220,251,9.93935,
220,258,76.4333,
220,270,28.2125,
220,272,6.13073,
220,273,5.24332,
220,282,15.3552,
220,285,9.75745,
220,298,24.6181,
220,304,5.3113,
220,317,45.4094,
220,320,5.80115,
220,332,7.9457,
220,341,10.1707,
220,345,7.07641,
220,347,5.27293,
220,366,5.66359,
221,252,13.9677,
221,281,9.77579,
221,305,20.8917,
221,367,5.30603,
221,372,28.561,
222,240,6.05747,
222,243,6.32646,
222,300,11.5209,
223,231,11.6916,
223,264,58.6741,
223,298,16.4459,
224,253,60.8453,
224,261,6.61878,
224,378,6.33461,
224,388,30.8247,
225,243,9.56465,
225,252,17.44,
225,264,40.6172,
225,271,12.4936,
225,288,6.19785,
225,293,13.925,
225,326,6.95962,
225,349,14.8083,
225,351,14.1132,
225,370,13.7664,
226,227,6.06978,
226,238,573.476,
226,243,11.1022,
226,245,34.5554,
226,249,6.60766,
226,251,6.53708,
226,255,7.42988,
226,261,51.7009,
226,263,108.77,
226,272,5.38391,
226,273,5.18523,
226,298,39.9082,
226,301,5.65323,
226,303,6.47965,
226,306,5.25124,
226,324,26.2135,
226,326,26.4011,
226,333,22.9479,
226,339,18.0316,
226,344,5.7851,
226,347,6.40023,
226,352,32.3944,
226,353,16.2994,
226,358,11.2676,
226,366,11.2312,
226,369,5.67075,
226,376,5.2766,
226,377,8.78593,
226,380,24.8077,
226,389,11.1483,
227,242,20.9189,
227,247,53.3515,
227,248,5.6768,
227,252,37.3924,
227,260,7.20123,
227,269,10.2284,
227,271,15.6448,
227,274,13.0846,
227,310,14.5959,
227,313,6.49724,
227,337,7.83015,
228,242,6.4411,
228,248,7.56275,
228,259,535.241,
228,283,12.9218,
228,298,7.03187,
228,315,5.56133,
228,333,10.0741,
228,348,15.6029,
228,354,7.48249,
228,357,10.2725,
229,274,9.60394,
229,275,48.029,
229,283,5.64362,
229,284,5.41597,
229,287,11.1813,
229,296,6.11008,
229,298,6.51096,
229,318,5.342,
229,335,10.6489,
229,345,12.9178,
229,372,34.6208,
230,243,479.455,
230,244,110.687,
230,255,5.14082,
230,269,225.717,
230,281,16.0774,
230,283,5.37965,
230,324,5.13388,
230,351,2488.89,
230,358,7.32598,
230,367,13.8786,
230,368,12.3511,
230,390,12.0942,
231,314,16.8112,
231,315,21.0515,
232,261,5.90008,
232,283,10.9481,
233,315,18.1932,
233,333,12.9028,
233,387,7.02653,
234,259,12.1046,
234,261,53.5427,
234,270,75.4565,
234,284,5.97721,
234,298,9.51243,
234,315,7.27794,
234,337,5.67407,
235,237,5.7593,
235,249,12.8086,
235,262,10.3348,
235,270,96.1263,
235,273,12.4708,
235,288,15.638,
235,289,10.3339,
235,301,5.84719,
235,305,5.69096,
235,306,24.9109,
235,349,48.1754,
235,351,23.2917,
235,363,885.619,
235,368,14.1079,
235,376,12.0411,
235,378,11.9161,
236,300,6.0723,
237,248,6.38156,
237,283,5.52699,
237,326,7.27252,
237,338,26.3365,
237,349,23.4969,
238,248,6.08424,
238,258,6.9457,
238,271,23.7723,
238,283,11.3622,
238,326,8.19927,
238,349,20.3566,
238,351,6.2411,
238,364,68.7433,
239,251,16.6392,
239,262,7.74621,
239,276,79.3824,
239,279,15.5164,
239,281,6.03932,
239,288,7.72559,
239,310,5.38027,
239,326,5.36535,
239,347,5.37169,
239,349,29.6074,
239,352,5.98687,
239,364,22.0342,
239,374,6.73908,
240,261,22.5907,
240,311,6.37194,
241,243,15.2105,
241,244,23.3848,
241,245,7.49883,
241,255,5.49659,
241,318,9.54656,
241,349,6.018,
241,367,16.4688,
241,388,18.4025,
242,247,5.17862,
242,270,12.0274,
242,276,10.7898,
242,283,598.764,
242,291,6.66925,
242,292,24.4909,
242,293,5.89163,
242,294,9.47351,
242,298,185.624,
242,317,8.42423,
242,322,8.6257,
242,345,29.9299,
242,350,17.6471,
242,357,5.866,
243,245,13.9011,
243,247,9.261,
243,250,8.9695,
243,262,563.181,
243,271,19.2547,
243,285,10.4875,
243,288,55.3086,
243,291,9.59204,
243,302,6.11521,
243,310,7.01047,
243,317,171.122,
243,326,43.3496,
243,335,6.97867,
243,338,5.50412,
243,345,8.20429,
243,350,7.54203,
243,352,16.8479,
243,357,18.6763,
243,358,5.31188,
243,359,13.0906,
243,370,7.2817,
243,390,46.4829,
244,262,14.1379,
244,271,5.0657,
244,288,12.9219,
244,289,6.02769,
244,291,6.04634,
244,335,7.82221,
244,345,6.73363,
244,347,12.0677,
244,349,17.9165,
244,352,5.31205,
244,364,5.17153,
245,258,6.76413,
245,291,9.71643,
245,298,6.79083,
245,323,19.1206,
245,345,6.65392,
245,347,8.19531,
245,353,6.23828,
245,364,27.6282,
246,315,6510,
